1	1	459	0.933333	0	0
2	459	783	0	0	1
3	783	1098	0.462745	0.933333	0
4	1098	1314	0.933333	0.070588	0.537255
5	1314	1676	0.333333	0.101961	0.545098
6	1676	1960	0	0.803922	0
7	1960	2239	0.933333	0.25098	0
8	2239	2518	0	0.933333	0.933333
9	2518	2755	0.941176	0.501961	0.501961
10	2755	2966	0	0	0.501961
11	2966	3278	0.803922	0.215686	0
12	3278	3432	0.333333	0.419608	0.184314
13	3432	3583	0.647059	0.164706	0.164706
14	3583	3771	0.133333	0.545098	0.133333
15	3771	4231	0.933333	0	0
16	4231	4557	0	0	1
17	4557	4978	0.462745	0.933333	0
18	4978	5334	0.933333	0.070588	0.537255
19	5334	5635	0.333333	0.101961	0.545098
20	5635	5922	0	0.803922	0
21	5922	6191	0.933333	0.25098	0
22	6191	6429	0	0.933333	0.933333
23	6429	6664	0.941176	0.501961	0.501961
24	6664	6881	0	0	0.501961
25	6881	7084	0.803922	0.215686	0
26	7084	7265	0.333333	0.419608	0.184314
27	7265	7422	0.647059	0.164706	0.164706
28	7422	7574	0.133333	0.545098	0.133333
